제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
현대자동차(주),파비스(QV),2021-08-09,2021-09-07,2022-10-26,"차로이탈경고장치, 비상자동제동장치가 적용되지 않은 차량 생산 ※ 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 14조의2 (차로이탈경고장치) : 승합자동차와 차량 총 중량 3.5톤을 초과하는 화물/특수자동차에는 차로이탈경고장치를 설치하여야 한다. ※ 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 15조의3 (비상자동제동장치) : 승합자동차와 차량 총 중량 3.5톤을 초과하는 화물/특수자동차에는 비상자동제동장치를 설치하여야 한다 ※ LDWS(차선 이탈 경보 시스템) : 카메라 센서를 이용한 전방 차선 인식 및 이탈 경보 시스템 ※ FCA(전방충돌방지보조) : 전방의 차량이나 보행자와 충돌하지 않도록 도와주는 주행 보조 기능 ※ FCA ECU : 전방충돌방지보조, 차선이탈경보시스템 등 주행보조기능을 제어하는 유닛"
현대자동차(주),G80 전기차(RG3 EV),2021-03-16,2022-07-23,2022-10-27,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),싼타페 하이브리드(TM HEV),2021-06-01,2022-07-21,2022-10-27,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),싼타페(TM PE),2020-06-17,2022-07-26,2022-10-27,"싼타페(TM PE), 싼타페 하이브리드(TM HEV), G80 전기차(RG3 EV) 일부 차량에서 충돌 사고시 앞좌석 안전띠 조절장치 내부부품(프리텐셔너 가스발생기)의 작동반발력이 증가하여 장치내 일부부품(가스발생기)이 튀어나와 뒷좌석 탑승자에게 상해를 입힐 가능성이 있는 결함"
현대자동차(주),싼타페 (TM PE),2020-01-14,2022-05-31,2022-10-27,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차(주),코나N (OSN),2020-11-16,2022-03-24,2022-10-27,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차(주),벨로스터N (JSN),2020-01-06,2022-04-22,2022-10-27,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차(주),쏘나타N Line (DN8),2020-06-15,2022-04-08,2022-10-27,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
현대자동차(주),아반떼N (CN7N),2021-01-12,2022-04-04,2022-10-27,"싼타페(TM PE) 등 5개 차종의 일부 차량에서 습식 8단변속기 변속기 제어장치 (TCU) 소프트웨어 설계 오류로, 제어용 전동식 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
기아주식회사,쏘렌토(MQ4),2020-02-26,2022-06-02,2022-10-27,"습식 8단변속기 변속기 제어장치 (TCU) 안전운행 모드 관련 소프트웨어 설계 오류로, 변속기 오일 펌프(HP EOP) 불량 발생시 변속이 되지 않아 사고 발생 가능성"
한국지엠(주),이쿼녹스,2022-05-25,2022-07-15,2022-10-28,"운전석 시트 쿠션 프레임의 고정볼트가 정위치에 조립되지 않은 조립 불량 상태 발생 시 검수 장비에서 검출되지 않고 통과된 시트 쿠션 프레임이 장착될 가능성이 있어, 운전석 시트 쿠션 프레임이 제대로 고정되지 않았을 가능성이 있음."
메르세데스벤츠코리아(주),C 200 4MATIC,2021-03-16,2022-03-17,2022-10-28,"부품 개발 공정 오류로 인해 후면 유리 선팅 작업을 하거나 우천시 트렁크를 여는 경우 후방 SAM(Signal Acquisition and actuation Module) 컨트롤 유닛1에 수분이 침투될 수 있습니다. 1SAM 컨트롤 유닛: 센서, 스위치 및 컨트롤러로부터 데이터를 수신하고, 이를 전송하여 구성 요소(components)를 작동하며, 시스템을 모니터링 하는 모듈"
메르세데스벤츠코리아(주),C 200,2022-02-23,2022-02-23,2022-10-28,"부품 개발 공정 오류로 인해 후면 유리 선팅 작업을 하거나 우천시 트렁크를 여는 경우 후방 SAM(Signal Acquisition and actuation Module) 컨트롤 유닛1에 수분이 침투될 수 있습니다. 1SAM 컨트롤 유닛: 센서, 스위치 및 컨트롤러로부터 데이터를 수신하고, 이를 전송하여 구성 요소(components)를 작동하며, 시스템을 모니터링 하는 모듈"
메르세데스벤츠코리아(주),C 300 4MATIC,2022-02-11,2022-02-21,2022-10-28,"부품 개발 공정 오류로 인해 후면 유리 선팅 작업을 하거나 우천시 트렁크를 여는 경우 후방 SAM(Signal Acquisition and actuation Module) 컨트롤 유닛1에 수분이 침투될 수 있습니다. 1SAM 컨트롤 유닛: 센서, 스위치 및 컨트롤러로부터 데이터를 수신하고, 이를 전송하여 구성 요소(components)를 작동하며, 시스템을 모니터링 하는 모듈"
메르세데스벤츠코리아(주),C 300,2021-03-25,2022-03-19,2022-10-28,"부품 개발 공정 오류로 인해 후면 유리 선팅 작업을 하거나 우천시 트렁크를 여는 경우 후방 SAM(Signal Acquisition and actuation Module) 컨트롤 유닛1에 수분이 침투될 수 있습니다. 1SAM 컨트롤 유닛: 센서, 스위치 및 컨트롤러로부터 데이터를 수신하고, 이를 전송하여 구성 요소(components)를 작동하며, 시스템을 모니터링 하는 모듈"
메르세데스벤츠코리아(주),GLB 250 4MATIC,2020-10-19,2020-10-23,2022-10-28,물류 운송 과정 오류에 의한 외부 손상이 발생된 ESP1 컨트롤 유닛이 차량에 장착되었을 수 있습니다. 이로 인해 ESP 컨트롤 유닛 내부에 수분이 유입될 수 있습니다. 1ESP (전자 제어 주행 안정 장치): 운전자가 요구하는 자동차 진행 방향과 실제 자동차의 진행방향을 비교하여 차량의 미끄러짐을 예방하기 위한 제동 토크를 개별적으로 자동조절하여 자동차의 방향안정성을 향상시키는 장치
메르세데스벤츠코리아(주),Maybach GLS 600 4MATIC,2020-05-08,2021-09-18,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLS 580 4MATIC,2019-11-15,2021-10-27,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLS 450 4MATIC,2019-11-14,2021-04-19,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLS 400 d 4MATIC,2019-11-19,2021-04-19,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG GLE 53 4MATIC+,2019-10-15,2022-01-28,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 450 4MATIC,2019-05-20,2022-03-09,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 350 e 4MATIC,2020-03-27,2022-03-02,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 350 4MATIC,2019-11-30,2019-11-30,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 300 d 4MATIC,2019-06-04,2021-10-13,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
메르세데스벤츠코리아(주),GLE 300 d 4MATIC,2021-01-27,2022-02-26,2022-10-28,조립 공정 오류로 인하여 뒤 도어 윈도우의 트림 바가 제대로 장착되지 않았을 수 있어 차량 주행 중에 트림 바가 뒤 도어 윈도우에서 분리될 수 있습니다.
폭스바겐그룹코리아 주식회사,Touareg 4.0 TDI,2020-02-05,2020-08-25,2022-10-28,특정 기간 동안 생산 수입된 일부 차량의 설계변경으로 전기 보조히터가 설치되지 않아 자동차 안전기준에서 정한 서리 제거가 제대로 되지 않을 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제109조(창닦이기장치등)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.
폭스바겐그룹코리아 주식회사,Touareg 3.0 TDI,2019-10-29,2020-10-29,2022-10-28,특정 기간 동안 생산 수입된 일부 차량의 설계변경으로 전기 보조히터가 설치되지 않아 자동차 안전기준에서 정한 서리 제거가 제대로 되지 않을 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제109조(창닦이기장치등)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.
폭스바겐그룹코리아 주식회사,Touareg 3 3.0 TDI,2021-10-14,2021-10-20,2022-10-28,특정 기간 동안 생산 수입된 일부 차량의 설계변경으로 전기 보조히터가 설치되지 않아 자동차 안전기준에서 정한 서리 제거가 제대로 되지 않을 수 있습니다. 이는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제109조(창닦이기장치등)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.
(주)피라인,HYPERS11L,2019-09-15,2021-03-03,2022-10-28,"주식회사 피라인모터스는 HYPERS11L 모델의 승강구 외부 열림장치의 위치 및 높이, 내부 열림장치의 높이가 안전 기준을 만족하지 못하는 결함이 확인되어 제작결함시정을 하고자 함."
메르세데스벤츠코리아(주),Mercedes-AMG GT 43 4MATIC+,2022-01-31,2022-03-01,2022-10-28,변속기 배선의 길이 및 조립 공정의 오류로 인해 차량 운행 중 진동으로 변속기 배선 커넥터의 체결이 느슨해질 수 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG CLS 53 4MATIC+,2022-01-31,2022-02-25,2022-10-28,변속기 배선의 길이 및 조립 공정의 오류로 인해 차량 운행 중 진동으로 변속기 배선 커넥터의 체결이 느슨해질 수 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG E 53 4MATIC+ Coupe,2022-02-18,2022-02-21,2022-10-28,변속기 배선의 길이 및 조립 공정의 오류로 인해 차량 운행 중 진동으로 변속기 배선 커넥터의 체결이 느슨해질 수 있습니다.
메르세데스벤츠코리아(주),Mercedes-AMG E 53 4MATIC+,2018-11-23,2022-02-10,2022-10-28,변속기 배선의 길이 및 조립 공정의 오류로 인해 차량 운행 중 진동으로 변속기 배선 커넥터의 체결이 느슨해질 수 있습니다.
스텔란티스코리아주식회사,Peugeot 5008 2.0 BlueHDi,2020-12-16,2021-10-19,2022-10-28,"폐사(스텔란티스코리아(주)는 2022년 1월1일 한불모터스와 합병 이후, 양도받은 인증서 및 관련 내용을 검토하는 과정에서 Peugeot 5008 2.0 BlueHDi 차량의 연료소비율 시험 오류(코스트다운에 사용된 타이어와 연료소비율 시험에 사용된 타이어가 상이함)를 발견한였습니다."
폭스바겐그룹코리아 주식회사,Golf 8 2.0 GTI,2022-10-23,2022-05-25,2022-10-28,"특정 기간 동안 생산된 차량의 제조 과정에서 라디에이터가 차체에 올바르게 체결되지 않았을 가능성이 있습니다. 이로 인하여, 시간이 경과 함에 따라 라디에이터가 헐거워져서 냉각수 호스가 V-벨트 풀리와 접촉할 가능성이 있습니다."
기아주식회사,스포티지(SL),2013-07-11,2015-09-01,2022-10-31,HECU 모듈 내 회로 기판의 전기적 합선
현대자동차(주),투싼(LM),2013-05-08,2015-03-17,2022-10-31,HECU 모듈 내 회로 기판의 전기적 합선
(주)재규어랜드로버코리아,레인지로버 이보크 2.0D,2015-05-14,2017-07-27,2022-11-01,"엔진오일오염도 증가에 따른 엔진오일펌프, 타이밍체인의 마모 및 파손 엔진오일 서비스 주기 소프트웨어 오류로 인한 계기판 내 오일교환표시 불량이 발생하였고, 엔진과 DPF간 거리가 길게 배치되어 DPF온도가 충분히 상승되지 않아 DPF가 반복적으로 강제재생 됨. 그 결과 엔진오일에 연료가 희석됨에 따라 엔진오일오염도가 증가되며 이로 인해 엔진오일펌프 내 부품(베인팁과 편심링) 간 마찰이 증가되어 마모 및 파손이 될 가능성이 있음. 또한 엔진오일오염도가 증가함에 따라 타이밍체인의 윤활이 제대로 되지 않아 타이밍체인이 늘어나 최악의 경우 타이밍체인이 파손될 가능성이 있음."
(주)재규어랜드로버코리아,레인지로버 이보크 2.0D,2015-05-14,2017-07-27,2022-11-01,"엔진오일오염도 증가에 따른 엔진오일펌프, 타이밍체인의 마모 및 파손 엔진오일 서비스 주기 소프트웨어 오류로 인한 계기판 내 오일교환표시 불량이 발생하였고, 엔진과 DPF간 거리가 길게 배치되어 DPF온도가 충분히 상승되지 않아 DPF가 반복적으로 강제재생 됨. 그 결과 엔진오일에 연료가 희석됨에 따라 엔진오일오염도가 증가되며 이로 인해 엔진오일펌프 내 부품(베인팁과 편심링) 간 마찰이 증가되어 마모 및 파손이 될 가능성이 있음. 또한 엔진오일오염도가 증가함에 따라 타이밍체인의 윤활이 제대로 되지 않아 타이밍체인이 늘어나 최악의 경우 타이밍체인이 파손될 가능성이 있음."
